index,pointid,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,Exists
4015,3376,200,226,164,1676,343,31,84,930,118,908,131,116,65,2553,283,106,177,226,164,0
4016,3377,199,227,163,1670,333,35,80,910,128,910,135,115,65,2599,282,106,176,227,176,0
4017,3378,193,221,156,1633,319,38,77,879,135,859,148,113,64,2638,276,102,174,221,170,0
4018,3379,193,221,156,1691,317,43,74,882,151,882,171,112,64,2628,276,102,174,221,170,0
4019,3380,183,211,146,1660,307,42,72,857,151,852,173,108,64,2632,263,95,168,211,159,0
4020,3381,210,237,176,2403,413,67,64,1207,257,1207,308,107,64,2486,289,123,166,237,188,0
4021,3382,221,248,189,2519,446,69,62,1243,279,1243,342,102,64,2368,297,138,159,248,199,0
4022,3383,234,259,205,2583,468,70,58,1249,300,1249,375,95,63,2202,305,156,149,259,214,0
4023,3384,239,264,211,2641,483,71,56,1255,311,1255,475,91,63,2136,308,164,144,264,232,0
4024,3385,235,259,206,2690,489,73,55,1260,318,1260,425,89,61,2178,303,159,144,259,227,0
4025,3386,238,263,210,2742,504,74,54,1265,324,1265,453,86,61,2142,305,165,140,263,231,0
4026,3387,240,265,213,2814,514,77,52,1268,332,1268,477,82,60,2096,305,169,136,265,232,0
4027,3388,238,263,210,2887,513,80,49,1266,341,1266,500,80,60,2093,302,169,133,263,230,0
3910,3389,258,275,228,1036,317,2,122,760,11,576,11,111,64,1957,330,158,172,275,228,0
3911,3390,261,279,231,1054,318,2,121,766,11,584,11,114,64,1979,335,159,176,278,231,0
3912,3391,261,279,231,1088,322,2,119,781,11,601,11,116,64,1942,337,157,180,278,231,0
3913,3392,262,279,232,1118,325,2,116,791,11,613,11,119,64,1911,340,156,184,278,232,0
3914,3393,260,278,231,1156,329,2,115,806,11,630,11,122,64,1911,341,153,188,276,231,0
3915,3394,260,278,230,1194,332,2,113,819,12,646,12,125,64,1922,343,150,193,275,234,0
3916,3395,255,273,226,1242,336,2,111,838,11,374,11,128,64,1898,341,143,198,269,226,0
3917,3396,246,264,216,1308,343,2,108,866,11,404,11,131,65,1926,334,133,201,260,216,0
3918,3397,238,255,209,1358,349,2,107,890,11,426,11,132,66,1869,326,126,200,252,209,0
3919,3398,257,275,227,1338,342,3,106,866,13,415,13,136,65,1912,348,139,209,270,227,0
3920,3399,260,279,230,1356,341,3,104,866,13,424,13,138,64,1917,355,141,214,273,230,0
3921,3400,264,283,234,1371,341,3,103,867,13,429,13,141,64,1918,361,142,219,277,234,0
3922,3401,265,285,235,1397,343,4,102,874,15,437,15,142,64,1926,363,142,221,277,235,0
3923,3402,263,283,234,1427,348,4,102,887,15,449,15,143,64,1909,362,141,221,276,234,0
3924,3403,228,244,199,1528,366,4,103,963,15,491,15,137,66,1819,320,114,206,241,199,0
3925,3404,218,234,189,1561,370,4,103,983,15,812,15,135,66,1845,308,105,203,232,189,0
3926,3405,222,238,193,1571,370,5,103,984,17,812,17,137,67,1812,313,109,204,236,193,0
3927,3406,216,232,187,1594,372,5,103,996,16,821,16,136,66,1860,307,104,203,231,187,0
3928,3407,218,234,189,1599,371,5,102,996,17,819,17,136,66,1839,310,106,204,232,189,0
3929,3408,223,239,195,1597,369,6,101,991,19,813,19,137,67,1819,315,111,204,238,195,0
3930,3409,229,244,200,1584,364,6,101,979,19,800,19,138,66,1852,321,115,206,244,200,0
3931,3410,226,242,198,1581,359,6,102,972,19,791,19,138,68,1813,317,115,202,242,198,0
3932,3411,228,244,200,1558,349,6,102,950,19,770,19,139,67,1819,321,115,206,242,200,0
3933,3412,193,209,166,1688,372,5,101,1023,18,839,18,135,68,1768,282,86,196,207,166,0
3934,3413,212,229,186,1555,334,5,101,954,17,921,17,141,69,1745,306,102,204,226,186,0
3935,3414,222,239,197,1477,312,5,101,914,17,865,22,145,69,1756,318,110,208,237,197,0
3936,3415,218,235,193,1467,310,5,101,909,17,852,22,145,69,1753,314,106,208,233,193,0
3937,3416,219,237,193,1457,308,5,102,902,17,846,22,145,70,1803,314,108,206,234,194,0
3938,3417,214,231,188,1482,317,5,101,911,17,866,17,142,69,1800,307,104,203,229,188,0
3939,3418,211,229,184,1491,327,5,101,911,17,880,17,140,70,1833,302,102,200,227,184,0
3940,3419,206,225,178,1504,340,5,102,912,18,899,18,136,69,1916,294,99,195,223,178,0
3941,3420,190,210,160,1548,372,5,102,946,18,946,18,130,68,2039,275,86,189,210,160,0
3942,3421,191,212,160,1488,362,5,103,913,18,913,18,128,68,2103,274,87,187,212,160,0
3943,3422,192,214,161,1435,348,5,103,882,18,882,18,127,68,2158,274,89,185,214,161,0
3944,3423,191,214,159,1394,338,5,103,858,18,858,18,124,67,2235,273,89,184,214,159,0
3945,3424,193,217,159,1376,327,5,103,846,19,846,19,122,66,2308,276,93,183,217,159,0
3946,3425,186,210,152,1327,317,5,103,819,19,819,19,118,65,2336,267,88,179,210,152,0
3947,3426,189,213,155,1329,308,6,103,822,20,822,20,116,65,2353,270,94,176,213,155,0
3948,3427,187,211,154,1320,302,7,102,820,22,820,22,113,65,2347,268,95,173,211,154,0
3949,3428,186,210,152,1334,305,8,101,836,27,836,27,110,65,2356,265,97,168,210,152,0
3950,3429,179,202,147,1337,311,13,98,823,43,764,43,110,66,2245,255,90,165,201,147,0
3951,3430,173,197,141,1358,314,17,94,806,61,771,61,111,67,2224,248,84,164,195,141,0
3952,3431,160,185,126,1356,303,18,92,797,66,762,71,109,66,2378,236,71,165,184,127,0
3953,3432,166,193,131,1408,304,21,89,818,83,776,90,109,65,2487,244,78,166,192,132,0
3954,3433,174,202,138,1486,314,23,88,856,93,810,102,109,64,2559,254,85,169,201,139,0
3955,3434,200,227,164,1758,360,30,85,975,114,975,126,115,65,2557,283,107,176,227,164,0
3956,3435,198,225,161,1675,340,32,83,928,120,928,137,115,65,2595,281,105,176,225,176,0
3957,3436,197,225,162,1648,327,36,79,901,128,901,156,114,65,2567,281,107,174,225,176,0
3958,3437,191,219,155,1626,314,40,76,872,138,872,154,111,64,2600,274,101,173,219,168,0
3959,3438,194,222,159,1751,320,49,71,897,166,889,219,111,64,2563,276,105,171,222,172,0
3960,3439,190,218,153,1787,321,51,69,897,175,897,206,108,63,2648,271,101,170,218,166,0
3961,3440,207,235,172,2512,426,70,63,1246,278,1131,336,106,63,2543,286,120,166,234,184,0
3962,3441,210,237,176,2585,443,72,61,1264,293,1264,360,103,63,2478,288,126,162,237,187,0
3963,3442,216,243,184,2630,455,72,58,1265,305,1265,381,99,63,2399,291,135,156,243,193,0
3964,3443,235,260,206,2678,483,72,56,1262,315,1262,412,91,62,2159,304,159,145,260,228,0
3965,3444,239,263,210,2729,495,74,54,1264,321,1264,438,87,62,2125,305,165,140,263,231,0
3966,3445,236,261,207,2781,502,75,53,1268,327,1268,460,85,61,2155,302,163,139,261,228,0
3967,3446,239,263,212,2848,512,78,51,1269,335,1269,485,81,60,2073,303,169,134,263,232,0
3968,3447,239,264,212,2912,513,80,49,1267,342,1267,507,79,59,2085,303,170,133,264,232,0
3851,3448,260,278,230,1014,311,2,122,747,11,565,11,112,64,1983,332,158,174,277,230,0
3852,3449,260,278,230,1039,313,2,121,758,11,578,11,114,64,1964,335,157,178,277,230,0
3853,3450,258,276,229,1078,318,2,119,775,11,596,11,117,64,1932,335,153,182,275,229,0
3854,3451,261,279,230,1100,321,2,118,782,11,605,11,120,64,1976,340,154,186,278,230,0
3855,3452,262,279,231,1134,325,2,116,794,11,619,11,123,65,1949,342,153,189,278,231,0
3856,3453,260,278,230,1174,330,2,114,810,11,343,11,125,64,1926,343,149,194,275,230,0
3857,3454,254,272,224,1227,335,2,111,832,11,369,11,129,65,1932,340,142,198,269,224,0
3858,3455,242,260,212,1302,344,2,109,867,11,402,11,131,65,1915,329,129,200,256,212,0
3859,3456,240,257,210,1336,347,2,108,880,11,417,11,132,65,1898,328,126,202,254,210,0
3860,3457,247,265,218,1348,347,3,106,878,12,422,12,135,65,1879,338,131,207,260,218,0
3861,3458,261,281,231,1338,344,3,106,861,13,414,13,138,64,1935,356,142,214,274,231,0
3862,3459,265,285,235,1354,346,3,105,863,14,418,14,140,64,1939,362,144,218,278,235,0
3863,3460,265,284,235,1383,349,3,104,873,14,430,14,142,64,1917,361,142,219,278,235,0
3864,3461,263,281,233,1416,354,3,103,888,14,443,14,143,65,1903,359,140,219,275,233,0
3865,3462,235,253,206,1497,364,4,103,944,15,479,15,139,65,1871,329,118,211,249,206,0
3866,3463,240,258,211,1506,365,4,103,945,16,480,16,140,65,1877,335,122,213,254,211,0
3867,3464,230,247,201,1540,367,5,102,964,17,492,17,139,66,1867,325,115,210,244,201,0
3868,3465,225,241,195,1560,368,5,102,976,16,499,16,138,66,1865,318,110,208,239,195,0
3869,3466,222,238,193,1572,367,5,102,980,16,806,16,138,67,1836,314,109,205,236,193,0
3870,3467,226,242,197,1567,364,5,102,973,16,798,16,139,67,1840,319,112,207,240,197,0
3871,3468,229,245,201,1558,359,6,102,960,19,785,19,140,67,1817,323,115,208,244,201,0
3872,3469,232,248,204,1542,352,6,101,943,19,769,19,141,67,1850,326,117,209,247,204,0
3873,3470,231,247,204,1526,342,6,101,933,19,751,19,142,67,1788,326,117,209,244,204,0
3874,3471,227,243,200,1503,329,6,101,924,18,900,18,143,68,1773,321,113,208,241,200,0
3875,3472,228,244,203,1474,317,6,101,910,18,872,18,145,69,1737,325,115,210,242,203,0
3876,3473,219,236,194,1442,306,5,101,897,17,836,21,147,70,1743,316,106,210,233,194,0
3877,3474,222,238,197,1408,308,5,102,879,17,807,21,148,70,1687,320,109,211,235,198,0
3878,3475,219,236,193,1417,309,5,101,882,17,814,21,147,70,1763,316,106,210,233,194,0
3879,3476,212,230,186,1464,311,5,101,902,17,851,23,143,70,1814,305,101,204,227,186,0
3880,3477,204,223,177,1520,336,6,102,926,18,897,18,138,69,1873,294,96,198,221,177,0
3881,3478,201,220,173,1527,347,6,101,922,19,911,19,135,69,1941,289,94,195,219,173,0
3882,3479,194,215,165,1527,362,6,102,927,19,927,19,132,69,2018,279,90,189,215,165,0
3883,3480,190,211,159,1489,362,5,102,911,18,911,18,129,68,2107,273,86,187,211,159,0
3884,3481,189,211,157,1433,349,5,102,875,19,875,19,127,68,2181,272,86,186,211,157,0
3885,3482,189,212,156,1383,335,5,102,844,19,844,19,125,67,2274,271,87,184,212,156,0
3886,3483,186,209,152,1338,324,5,102,817,20,817,20,122,67,2284,267,85,182,209,152,0
3887,3484,184,208,150,1317,312,6,102,804,20,804,20,119,66,2355,265,86,179,208,150,0
3888,3485,184,209,150,1314,302,6,102,803,21,803,21,116,65,2378,265,89,176,209,150,0
3889,3486,187,211,154,1335,298,7,101,820,23,820,23,113,65,2325,267,95,172,211,154,0
3890,3487,185,209,152,1347,300,10,99,830,31,770,31,111,65,2348,265,96,169,209,152,0
3891,3488,183,208,150,1376,305,13,98,837,43,780,43,110,65,2340,261,94,167,207,150,0
3892,3489,169,194,136,1369,299,18,92,800,65,764,67,110,66,2330,245,80,165,193,137,0
3893,3490,167,194,133,1416,297,21,89,819,82,773,86,108,65,2450,245,79,166,193,134,0
3894,3491,169,197,133,1459,300,22,87,843,91,786,98,107,63,2578,248,80,168,196,134,0
3895,3492,176,204,140,1529,313,25,86,872,99,821,108,109,64,2597,257,87,170,204,141,0
3896,3493,199,226,163,1764,356,33,83,973,122,973,134,114,65,2536,282,108,174,226,164,0
3897,3494,196,225,160,1687,337,35,81,929,124,929,146,113,64,2591,280,106,174,225,175,0
3898,3495,196,224,160,1648,324,38,78,899,130,899,163,112,64,2576,280,107,173,224,174,0
3899,3496,192,221,157,1682,318,44,74,890,147,890,192,111,64,2591,276,105,171,221,170,0
3900,3497,192,220,158,1799,324,50,69,910,175,910,235,110,65,2539,274,106,168,220,171,0
3901,3498,189,217,155,1846,328,52,66,912,186,912,255,107,64,2552,270,103,167,217,167,0
3902,3499,210,237,177,2592,440,70,61,1271,288,1271,354,104,63,2470,289,126,163,237,188,0
3903,3500,213,240,180,2644,451,72,59,1277,303,1277,376,101,63,2437,289,130,159,240,190,0
3904,3501,223,250,192,2674,464,72,57,1270,314,1270,396,96,63,2314,296,144,152,250,201,0
3905,3502,230,255,200,2718,478,73,55,1267,320,1267,421,91,62,2209,299,154,145,255,223,0
3906,3503,238,262,211,2766,493,74,53,1265,323,1265,538,86,61,2091,304,165,139,262,231,0
3907,3504,237,262,210,2819,500,76,51,1266,330,1266,470,83,61,2090,302,166,136,262,230,0
3908,3505,239,264,212,2880,506,78,49,1266,337,1266,493,80,60,2087,303,170,133,264,232,0
3909,3506,239,263,211,2935,508,81,48,1265,343,1265,513,78,59,2086,301,170,131,263,230,0
3793,3507,260,278,229,994,306,1,124,737,10,737,10,113,64,1993,332,157,175,278,229,0
3794,3508,260,278,230,1019,308,1,122,748,10,568,10,115,64,1972,334,156,178,278,230,1
3795,3509,261,278,230,1053,313,2,120,762,11,584,11,118,64,1974,337,154,183,277,230,0
3796,3510,258,275,227,1097,320,2,117,781,11,605,11,121,64,1974,337,149,188,274,227,0
3797,3511,262,281,232,1115,322,2,117,784,11,610,11,123,64,1969,343,152,191,279,232,0
3798,3512,259,277,229,1160,328,2,114,803,11,632,11,126,64,1970,343,147,196,275,229,0
3799,3513,260,278,231,1192,332,2,112,813,11,351,11,129,64,1914,346,147,199,275,231,0
3800,3514,252,270,221,1256,339,2,110,842,11,382,11,132,64,1942,340,136,204,266,221,0
3801,3515,245,263,216,1307,345,2,109,865,11,405,11,133,65,1904,334,130,204,259,216,0
3802,3516,237,254,207,1361,352,3,107,892,12,428,12,134,65,1899,325,121,204,251,207,0
3803,3517,263,282,234,1318,347,3,107,855,13,403,13,138,64,1916,357,143,214,277,234,0
3804,3518,266,285,237,1340,351,3,106,860,14,410,14,140,64,1922,361,145,216,280,237,0
3805,3519,264,283,234,1375,356,3,105,875,14,425,14,141,64,1933,360,142,218,277,234,0
3806,3520,265,284,235,1400,360,3,105,885,15,433,15,143,65,1909,360,142,218,278,235,0
3807,3521,241,258,211,1471,364,4,104,930,14,469,14,140,66,1894,335,123,212,255,211,0
3808,3522,222,239,194,1521,366,4,104,961,14,489,14,138,66,1831,315,108,207,236,194,0
3809,3523,222,238,194,1538,367,4,103,967,15,494,15,138,66,1822,315,108,207,236,194,0
3810,3524,228,244,199,1536,365,5,102,961,16,490,16,140,66,1842,322,113,209,242,199,0
3811,3525,217,233,189,1564,365,5,102,974,16,500,16,138,66,1819,311,104,207,232,189,0
3812,3526,226,242,197,1548,360,5,102,959,16,788,16,140,66,1835,320,111,209,241,197,0
3813,3527,225,241,197,1544,355,5,102,950,17,778,17,140,67,1806,319,111,208,240,197,0
3814,3528,233,249,205,1521,348,6,102,928,19,759,19,142,67,1822,328,117,211,246,205,0
3815,3529,230,246,203,1507,338,6,101,922,18,742,18,143,67,1792,326,115,211,244,203,0
3816,3530,231,247,204,1483,328,6,101,912,18,888,18,145,68,1781,327,116,211,245,204,0
3817,3531,227,244,201,1455,312,6,101,899,18,857,22,146,69,1765,324,113,211,241,201,0
3818,3532,224,240,199,1416,300,5,101,881,17,819,21,148,69,1710,322,110,212,238,200,0
3819,3533,219,237,194,1371,309,5,102,860,16,778,20,150,70,1726,319,106,213,233,196,0
3820,3534,217,234,191,1405,309,5,101,874,18,802,22,148,70,1720,314,104,210,231,193,0
3821,3535,210,229,185,1467,310,6,101,901,19,848,26,143,69,1808,305,100,205,226,185,0
3822,3536,197,216,170,1584,351,6,101,960,20,932,20,137,69,1888,286,90,196,214,170,0
3823,3537,196,216,168,1564,356,6,101,943,20,931,20,134,69,1913,283,90,193,214,168,0
3824,3538,193,214,163,1541,360,6,101,926,20,926,20,132,69,2055,278,87,191,214,163,0
3825,3539,183,204,152,1546,367,6,101,927,23,927,23,128,68,2121,266,79,187,204,152,0
3826,3540,182,204,150,1459,352,6,101,876,23,876,23,126,68,2171,263,79,184,204,150,0
3827,3541,184,207,151,1376,335,5,102,830,22,830,22,125,67,2268,266,81,185,207,151,0
3828,3542,178,202,145,1323,323,6,101,794,24,794,24,122,67,2323,260,78,182,202,145,0
3829,3543,178,202,144,1320,311,6,100,793,23,771,23,120,66,2362,260,79,181,202,144,0
3830,3544,179,203,146,1319,299,7,101,793,23,793,23,117,66,2335,260,83,177,203,146,0
3831,3545,185,209,151,1346,293,8,100,811,26,769,26,115,65,2393,266,91,175,209,151,0
3832,3546,178,202,144,1340,288,9,99,804,32,804,32,112,65,2378,257,87,170,202,144,0
3833,3547,174,199,141,1355,289,13,96,803,44,758,44,110,65,2368,253,85,168,198,141,0
3834,3548,166,191,132,1375,286,19,92,793,64,759,64,109,65,2429,243,76,167,191,132,0
3835,3549,169,197,133,1440,288,21,88,831,81,775,85,107,63,2576,248,80,168,196,134,0
3836,3550,167,197,130,1470,291,23,87,843,92,782,99,106,62,2715,248,79,169,196,131,0
3837,3551,175,203,138,1531,306,26,85,868,102,814,111,107,62,2663,256,86,170,203,139,0
3838,3552,198,226,162,1774,351,36,82,971,127,971,144,114,65,2566,282,108,174,226,176,0
3839,3553,201,229,166,1812,349,42,78,971,140,971,172,113,64,2572,285,111,174,229,179,0
3840,3554,195,223,160,1737,331,43,76,928,143,928,182,111,64,2564,279,106,173,223,173,0
3841,3555,191,220,156,1751,323,47,72,913,157,913,206,109,63,2606,274,103,171,220,169,0
3842,3556,187,215,153,1782,319,49,69,906,169,884,228,108,65,2560,268,102,166,215,164,0
3843,3557,184,213,149,1829,321,51,66,905,181,897,251,106,64,2614,264,99,165,213,161,0
3844,3558,210,237,177,2556,422,68,60,1238,285,1238,353,104,64,2439,287,126,161,237,188,0
3845,3559,217,243,185,2649,447,70,58,1265,304,1265,382,99,63,2344,291,136,155,243,195,0
3846,3560,228,253,198,2694,465,72,55,1263,317,1263,407,94,63,2258,298,150,148,253,221,0
3847,3561,230,255,201,2743,474,73,53,1263,322,1263,430,90,62,2176,299,155,144,255,223,0
3848,3562,238,263,211,2797,487,75,51,1260,326,1260,455,85,61,2077,304,166,138,263,231,0
3849,3563,238,262,210,2851,494,77,50,1261,332,1261,477,82,60,2069,302,167,135,262,230,0
3850,3564,237,262,210,2905,498,79,48,1261,339,1261,498,80,60,2081,301,168,133,262,228,0
3735,3565,260,278,230,983,304,1,124,729,10,729,10,114,65,1971,332,157,175,278,230,0
3736,3566,261,279,230,1004,306,1,123,739,10,559,10,116,64,2004,336,155,181,278,230,0
3737,3567,261,279,231,1037,311,2,120,752,11,574,11,118,64,1990,338,154,184,278,231,0
3738,3568,262,280,232,1066,315,2,119,763,11,587,11,121,64,1973,341,153,188,279,232,0
3739,3569,263,281,232,1098,320,2,117,775,11,601,11,124,64,1986,343,152,191,279,232,0
3740,3570,262,280,231,1136,326,2,115,790,11,620,11,126,64,1982,345,149,196,278,231,0
3741,3571,263,281,232,1166,330,2,113,801,11,339,11,129,64,1970,348,148,200,278,232,0
3742,3572,252,271,222,1237,339,2,111,834,11,373,11,132,65,1952,340,137,203,267,222,0
3743,3573,255,273,225,1264,343,3,110,843,12,383,12,134,65,1937,344,138,206,269,225,0
3744,3574,239,257,209,1337,351,3,108,880,12,418,12,135,65,1910,328,123,205,254,209,0
3745,3575,267,285,236,1297,351,3,108,847,14,389,14,137,64,1951,358,146,212,280,236,0
3746,3576,266,285,236,1330,356,3,107,860,14,404,14,139,64,1929,359,144,215,280,236,0
3747,3577,266,285,235,1361,362,3,106,873,14,416,14,141,64,1942,360,143,217,279,235,0
3748,3578,262,281,233,1399,367,3,105,890,15,432,15,142,65,1895,357,140,217,275,233,0
3749,3579,244,262,214,1450,366,3,105,922,13,460,13,141,65,1914,339,124,215,257,214,0
3750,3580,222,238,193,1506,365,4,104,954,14,485,14,138,66,1839,314,108,206,236,193,0
3751,3581,218,235,189,1528,365,4,103,963,15,493,15,138,66,1862,311,104,207,233,189,0
3752,3582,211,228,183,1553,365,4,103,971,15,803,15,138,67,1840,304,99,205,226,183,0
3753,3583,214,230,186,1555,363,5,103,968,16,799,16,139,67,1825,307,101,206,229,186,0
3754,3584,224,239,196,1533,358,5,103,951,16,783,16,141,67,1810,318,109,209,238,196,0
3755,3585,228,244,200,1520,353,5,102,936,16,769,16,142,67,1822,323,113,210,243,200,0
3756,3586,232,248,205,1506,347,6,102,920,18,754,18,143,67,1804,329,117,212,245,205,0
3757,3587,233,249,205,1493,339,6,101,914,18,739,18,144,67,1828,329,117,212,247,205,0
3758,3588,232,248,205,1475,328,6,101,906,18,719,18,145,68,1794,329,117,212,246,205,0
3759,3589,230,247,204,1454,317,6,101,896,19,860,19,147,69,1752,327,115,212,244,204,0
3760,3590,223,240,198,1422,298,6,101,880,19,825,23,148,69,1743,321,109,212,237,198,0
3761,3591,221,238,195,1404,302,6,100,871,19,805,23,149,70,1730,319,107,212,235,197,0
3762,3592,219,237,194,1410,303,6,101,873,19,809,24,148,70,1767,316,106,210,234,195,0
3763,3593,196,214,169,1623,351,7,100,985,21,945,21,138,69,1850,286,88,198,212,169,0
3764,3594,176,194,149,1931,416,9,101,1170,28,1103,28,129,69,1855,259,74,185,193,149,0
3765,3595,193,213,165,1604,359,7,100,963,22,944,22,134,69,1943,280,87,193,211,165,0
3766,3596,195,216,166,1535,349,7,100,916,22,910,22,133,69,2011,281,89,192,214,166,0
3767,3597,182,203,152,1566,361,7,100,929,24,926,24,128,68,2077,265,79,186,202,152,0
3768,3598,180,202,148,1492,348,7,99,882,26,882,26,127,68,2185,261,76,185,202,148,0
3769,3599,174,196,142,1440,336,7,98,849,27,849,27,125,68,2201,255,72,183,196,142,0
3770,3600,172,195,139,1393,324,7,98,820,28,820,28,123,67,2295,253,71,182,195,139,0
3771,3601,172,196,138,1365,312,8,98,804,28,804,28,121,66,2348,253,72,181,196,138,0
3772,3602,178,203,144,1348,297,8,99,798,26,772,26,119,66,2396,260,81,179,203,144,0
3773,3603,174,198,140,1343,288,8,99,791,27,791,27,116,65,2358,254,78,176,198,140,0
3774,3604,170,194,136,1343,285,10,98,787,34,754,34,114,66,2384,248,76,172,194,136,0
3775,3605,173,198,138,1355,281,12,97,791,42,755,42,112,65,2451,251,81,170,198,138,0
3776,3606,164,190,129,1365,285,18,93,788,59,755,59,110,64,2507,243,73,170,190,129,0
3777,3607,170,198,133,1427,285,21,90,818,75,771,77,108,63,2645,250,80,170,198,134,0
3778,3608,165,194,128,1435,286,23,87,816,87,767,93,106,62,2673,245,76,169,193,129,0
3779,3609,178,207,142,1571,310,28,85,881,106,830,115,108,63,2639,260,90,170,207,143,0
3780,3610,199,227,164,1811,350,40,80,979,134,946,157,113,65,2535,282,110,172,227,178,0
3781,3611,190,218,154,1725,330,39,78,931,135,931,164,110,64,2628,273,102,171,218,167,0
3782,3612,189,218,154,1748,327,44,75,926,146,926,187,110,64,2593,273,102,171,218,167,0
3783,3613,190,218,155,1810,327,48,71,931,164,899,219,108,63,2588,272,103,169,218,167,0
3784,3614,191,220,156,1907,332,51,67,948,184,948,254,107,64,2587,272,105,167,220,168,0
3785,3615,207,234,174,2380,399,62,62,1153,253,1153,313,105,64,2442,285,123,162,234,184,0
3786,3616,192,220,158,2130,361,58,61,1016,229,1016,328,103,63,2541,271,109,162,220,169,0
3787,3617,222,248,192,2649,445,69,57,1251,305,1251,387,97,63,2296,295,143,152,248,201,0
3788,3618,227,252,198,2707,458,72,54,1255,317,1255,412,92,63,2196,297,151,146,252,220,0
3789,3619,227,252,198,2759,466,73,53,1258,322,1258,434,90,62,2180,295,152,143,252,220,0
3790,3620,230,255,202,2816,476,75,50,1257,328,1257,459,86,61,2157,297,157,140,255,223,0
3791,3621,238,262,211,2881,486,78,48,1254,335,1254,484,81,60,2067,301,168,133,262,230,0
3792,3622,237,262,210,2928,490,80,47,1253,340,1253,503,79,60,2052,300,169,131,262,229,0
3679,3623,260,279,229,991,305,1,123,730,8,551,8,117,64,2041,336,154,182,278,229,0
3680,3624,260,278,230,1023,310,2,121,743,9,566,9,119,64,1999,337,152,185,278,230,0
3681,3625,261,279,230,1052,314,2,120,755,9,580,9,122,64,1991,340,151,189,278,230,0
3682,3626,262,281,231,1083,319,2,117,767,10,594,10,124,64,2009,343,150,193,279,231,0
3683,3627,263,282,233,1113,324,2,117,779,10,609,10,126,63,1983,346,149,197,280,233,0
3684,3628,263,281,232,1149,329,2,115,792,10,625,10,129,64,1975,348,148,200,279,232,0
3685,3629,261,279,230,1196,336,2,113,813,11,352,11,132,64,1973,347,143,204,276,230,0
3686,3630,250,268,220,1261,344,2,110,844,11,384,11,134,65,1923,339,133,206,265,220,0
3687,3631,253,271,223,1286,349,2,109,853,11,393,11,136,64,1947,344,134,210,267,223,0
3688,3632,264,282,233,1292,354,2,109,849,12,390,12,138,65,1929,355,143,212,277,233,0
3689,3633,262,281,232,1329,361,2,108,865,13,405,13,140,65,1942,355,140,215,276,232,0
3690,3634,266,285,235,1353,368,2,108,874,14,411,14,141,64,1968,360,143,217,279,235,0
3691,3635,266,285,235,1382,374,3,106,886,15,421,15,142,65,1962,361,143,218,279,235,0
3692,3636,255,273,225,1422,373,3,106,906,15,442,15,142,65,1918,351,134,217,268,225,0
3693,3637,242,260,213,1456,368,4,104,924,15,462,15,142,66,1893,338,123,215,256,213,0
3694,3638,213,230,184,1520,364,4,104,960,15,794,15,138,66,1863,306,100,206,228,184,0
3695,3639,208,224,179,1545,364,4,103,968,15,802,15,138,67,1857,301,96,205,223,179,0
3696,3640,205,222,177,1563,363,4,102,972,15,805,15,138,67,1837,298,93,205,221,177,0
3697,3641,214,231,186,1541,358,5,102,955,16,789,16,140,67,1832,308,101,207,230,186,0
3698,3642,224,241,196,1514,352,5,102,933,16,769,16,142,67,1824,320,110,210,240,196,0
3699,3643,232,249,205,1494,347,6,102,914,18,753,18,144,67,1829,329,116,213,248,205,0
3700,3644,236,253,209,1486,343,6,102,910,19,742,19,145,67,1837,334,120,214,250,209,0
3701,3645,230,246,203,1472,330,6,101,902,18,723,18,145,68,1782,327,115,212,243,203,0
3702,3646,225,242,198,1456,317,6,101,893,19,861,24,147,69,1797,322,110,212,239,199,0
3703,3647,225,243,199,1439,310,6,101,885,19,844,24,147,69,1825,322,110,212,240,199,0
3704,3648,221,239,195,1430,302,6,100,880,19,829,24,148,70,1775,318,107,211,236,196,0
3705,3649,216,235,190,1440,303,6,100,883,19,832,25,146,69,1831,312,103,209,232,191,0
3706,3650,211,231,185,1469,311,6,100,894,20,849,27,144,69,1863,306,100,206,228,185,0
3707,3651,189,208,161,1693,366,8,99,1015,24,981,24,134,69,1916,275,82,193,206,161,0
3708,3652,185,205,156,1712,372,8,99,1020,26,991,26,132,69,1970,269,80,189,203,156,0
3709,3653,185,205,155,1638,362,8,98,968,26,954,26,131,68,2028,269,79,190,204,155,0
3710,3654,173,192,143,1657,358,9,95,959,31,959,31,128,69,2007,253,70,183,192,143,0
3711,3655,173,194,141,1563,344,9,95,905,31,900,31,127,69,2129,253,69,184,194,141,0
3712,3656,162,183,130,1547,336,10,94,892,35,874,35,126,69,2149,242,60,182,183,130,0
3713,3657,160,182,127,1501,328,11,93,866,37,846,37,124,68,2226,240,59,181,182,127,0
3714,3658,157,180,124,1471,322,12,94,849,38,828,38,122,67,2275,237,57,180,180,124,0
3715,3659,166,189,132,1412,306,10,95,816,34,798,34,121,66,2348,246,65,181,189,132,0
3716,3660,168,193,134,1384,293,10,96,800,34,800,34,118,66,2401,247,70,177,193,134,0
3717,3661,171,197,136,1357,281,10,96,786,34,757,34,115,65,2455,250,75,175,196,136,0
3718,3662,172,198,137,1352,278,12,97,782,40,752,40,113,65,2488,252,79,173,198,137,0
