,pointid_left,grid_code,POINT_X,POINT_Y,geometry,index_right,pointid_right,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
3053,3054,1,49.1163932444,-18.3747024445,POINT (49.116393244434 -18.374702444451),4334,3081,239,264,210,2817,464,84,48,1223,340,1223,468,83,60,2160,305,168,137,264,230
3054,3055,1,49.1997232444,-18.3747024445,POINT (49.199723244434 -18.374702444451),4335,3082,237,263,208,2913,470,88,46,1232,350,1232,500,79,58,2172,303,168,135,263,229
3055,3056,1,49.2830532444,-18.3747024445,POINT (49.283053244434 -18.374702444451),4336,3083,241,265,213,3055,482,94,44,1253,365,1253,664,75,58,2079,303,175,128,265,233
3056,3057,1,44.1165932444,-18.4580324445,POINT (44.116593244434 -18.458032444451),4211,3084,258,276,230,1052,342,2,126,777,10,777,10,100,63,1848,326,169,157,276,230
3057,3058,1,44.1999232444,-18.4580324445,POINT (44.199923244434 -18.458032444451),4212,3085,257,274,229,1084,344,2,123,792,11,792,11,103,65,1871,325,167,158,274,233
3058,3059,1,44.2832532444,-18.4580324445,POINT (44.283253244434 -18.458032444451),4213,3086,258,275,229,1115,346,2,122,805,11,805,11,105,64,1877,327,165,162,275,234
3059,3060,1,44.3665832444,-18.4580324445,POINT (44.366583244434 -18.458032444451),4214,3087,256,273,227,1158,348,2,119,824,11,634,11,109,65,1873,327,161,166,272,231
3060,3061,1,44.4499132444,-18.4580324445,POINT (44.449913244434 -18.458032444451),4215,3088,255,271,227,1196,349,2,117,838,11,651,11,112,65,1844,328,158,170,271,231
3061,3062,1,44.5332432444,-18.4580324445,POINT (44.533243244434 -18.458032444451),4216,3089,248,264,219,1259,352,2,114,863,12,680,12,116,65,1845,325,149,176,263,219
3062,3063,1,44.6165732444,-18.4580324445,POINT (44.616573244434 -18.458032444451),4217,3090,257,273,229,1264,351,2,112,862,12,680,12,118,66,1803,334,156,178,272,233
3063,3064,1,44.6999032444,-18.4580324445,POINT (44.699903244434 -18.458032444451),4218,3091,249,265,221,1327,354,2,110,887,12,398,12,121,65,1785,330,146,184,262,221
3064,3065,1,44.7832332444,-18.4580324445,POINT (44.783233244434 -18.458032444451),4219,3092,238,254,210,1389,358,2,108,912,12,428,12,124,66,1786,320,133,187,252,210
3065,3066,1,44.8665632444,-18.4580324445,POINT (44.866563244434 -18.458032444451),4220,3093,247,264,219,1398,356,2,107,909,13,433,13,127,66,1838,332,140,192,261,222
3066,3067,1,44.9498932444,-18.4580324445,POINT (44.949893244434 -18.458032444451),4221,3094,255,271,226,1409,354,3,105,907,14,438,14,129,65,1820,341,144,197,268,230
3067,3068,1,45.0332232444,-18.4580324445,POINT (45.033223244434 -18.458032444451),4222,3095,255,272,226,1437,354,3,104,914,14,451,14,132,66,1820,343,143,200,267,226
3068,3069,1,45.1165532444,-18.4580324445,POINT (45.116553244434 -18.458032444451),4223,3096,259,277,230,1453,354,3,103,916,14,457,14,134,65,1834,350,145,205,271,230
3069,3070,1,45.1998832444,-18.4580324445,POINT (45.199883244434 -18.458032444451),4224,3097,260,278,231,1471,354,3,103,921,14,465,14,136,65,1838,352,144,208,273,231
3070,3071,1,45.2832132444,-18.4580324445,POINT (45.283213244434 -18.458032444451),4225,3098,253,271,225,1511,357,3,102,938,16,482,16,137,66,1804,345,138,207,265,225
3071,3072,1,45.3665432444,-18.4580324445,POINT (45.366543244434 -18.458032444451),4226,3099,226,243,198,1578,371,4,102,986,16,508,16,133,66,1798,315,116,199,239,198
3072,3073,1,45.4498732444,-18.4580324445,POINT (45.449873244434 -18.458032444451),4227,3100,214,230,186,1612,377,4,102,1006,16,520,16,132,67,1789,303,106,197,227,186
3073,3074,1,45.5332032444,-18.4580324445,POINT (45.533203244434 -18.458032444451),4228,3101,223,239,195,1619,376,4,102,1005,17,522,17,134,67,1796,312,113,199,236,195
3074,3075,1,45.6165332444,-18.4580324445,POINT (45.616533244434 -18.458032444451),4229,3102,218,233,190,1642,380,5,102,1019,19,528,19,134,67,1780,306,108,198,231,190
3075,3076,1,45.6998632444,-18.4580324445,POINT (45.699863244434 -18.458032444451),4230,3103,217,233,188,1659,382,5,102,1027,19,533,19,134,67,1839,307,107,200,231,188
3076,3077,1,45.7831932444,-18.4580324445,POINT (45.783193244434 -18.458032444451),4231,3104,220,236,191,1669,382,5,101,1030,19,535,19,134,67,1834,310,110,200,233,191
3077,3078,1,45.8665232444,-18.4580324445,POINT (45.866523244434 -18.458032444451),4232,3105,223,239,195,1676,382,6,102,1032,20,536,20,135,66,1840,314,112,202,237,195
3078,3079,1,45.9498532444,-18.4580324445,POINT (45.949853244434 -18.458032444451),4233,3106,219,234,190,1691,383,6,102,1038,20,541,20,134,67,1804,308,109,199,233,190
3079,3080,1,46.0331832444,-18.4580324445,POINT (46.033183244434 -18.458032444451),4234,3107,223,238,194,1689,382,6,102,1035,20,860,20,135,67,1827,313,113,200,237,194
3080,3081,1,46.1165132444,-18.4580324445,POINT (46.116513244434 -18.458032444451),4235,3108,224,240,195,1687,379,6,102,1029,20,855,20,135,67,1832,314,114,200,238,195
3081,3082,1,46.1998432444,-18.4580324445,POINT (46.199843244434 -18.458032444451),4236,3109,209,224,181,1700,382,5,102,1032,19,864,19,134,68,1787,299,102,197,224,181
3082,3083,1,46.2831732444,-18.4580324445,POINT (46.283173244434 -18.458032444451),4237,3110,194,210,167,1714,389,5,102,1040,18,879,18,132,68,1795,283,89,194,209,167
3083,3084,1,46.3665032444,-18.4580324445,POINT (46.366503244434 -18.458032444451),4238,3111,205,221,177,1695,380,5,102,1022,18,863,18,134,68,1783,294,98,196,220,177
3084,3085,1,46.4498332444,-18.4580324445,POINT (46.449833244434 -18.458032444451),4239,3112,212,229,184,1680,374,5,101,1012,19,851,19,136,68,1848,303,104,199,227,184
3085,3086,1,46.5331632444,-18.4580324445,POINT (46.533163244434 -18.458032444451),4240,3113,216,233,187,1660,371,5,102,1001,19,843,19,136,68,1873,307,107,200,231,187
3086,3087,1,46.6164932444,-18.4580324445,POINT (46.616493244434 -18.458032444451),4241,3114,212,229,183,1647,371,4,102,993,18,846,18,135,68,1909,301,104,197,229,183
3087,3088,1,46.6998232444,-18.4580324445,POINT (46.699823244434 -18.458032444451),4242,3115,202,220,174,1621,374,4,102,989,16,851,16,133,68,1903,291,97,194,220,174
3088,3089,1,46.7831532444,-18.4580324445,POINT (46.783153244434 -18.458032444451),4243,3116,182,199,152,1601,383,5,104,989,17,961,17,128,68,1954,266,79,187,199,152
3089,3090,1,46.8664832444,-18.4580324445,POINT (46.866483244434 -18.458032444451),4244,3117,177,196,147,1569,380,5,104,974,17,974,17,126,68,2023,260,75,185,196,147
3090,3091,1,46.9498132444,-18.4580324445,POINT (46.949813244434 -18.458032444451),4245,3118,204,223,173,1536,364,5,103,955,17,955,17,130,67,2069,291,99,192,223,173
3091,3092,1,47.0331432444,-18.4580324445,POINT (47.033143244434 -18.458032444451),4246,3119,197,217,165,1494,362,4,104,939,16,939,16,127,67,2127,282,93,189,217,165
3092,3093,1,47.1164732444,-18.4580324445,POINT (47.116473244434 -18.458032444451),4247,3120,194,214,161,1458,357,5,105,922,18,922,18,125,66,2187,278,91,187,214,161
3093,3094,1,47.1998032444,-18.4580324445,POINT (47.199803244434 -18.458032444451),4248,3121,194,214,161,1434,351,5,105,908,18,908,18,125,66,2206,278,91,187,214,161
3094,3095,1,47.2831332444,-18.4580324445,POINT (47.283133244434 -18.458032444451),4249,3122,179,200,146,1383,345,6,105,877,20,825,20,121,67,2202,260,80,180,200,146
3095,3096,1,47.3664632444,-18.4580324445,POINT (47.366463244434 -18.458032444451),4250,3123,199,221,166,1428,343,6,104,901,20,901,20,123,66,2251,283,99,184,221,166
3096,3097,1,47.4497932444,-18.4580324445,POINT (47.449793244434 -18.458032444451),4251,3124,195,217,161,1401,338,7,104,884,23,884,23,122,67,2299,278,96,182,217,161
3097,3098,1,47.5331232444,-18.4580324445,POINT (47.533123244434 -18.458032444451),4252,3125,203,227,170,1456,342,9,102,905,29,905,29,123,66,2298,288,104,184,227,170
3098,3099,1,47.6164532444,-18.4580324445,POINT (47.616453244434 -18.458032444451),4253,3126,192,215,158,1380,331,10,102,864,31,864,31,120,67,2330,274,95,179,215,158
3099,3100,1,47.6997832444,-18.4580324445,POINT (47.699783244434 -18.458032444451),4254,3127,177,200,143,1310,322,11,102,820,36,782,38,117,66,2305,258,83,175,200,145
3100,3101,1,47.7831132444,-18.4580324445,POINT (47.783113244434 -18.458032444451),4255,3128,173,197,139,1294,317,12,102,805,41,774,44,117,67,2337,254,80,174,197,141
3101,3102,1,47.8664432444,-18.4580324445,POINT (47.866443244434 -18.458032444451),4256,3129,183,208,149,1348,319,13,99,826,47,826,51,118,66,2404,266,89,177,208,150
3102,3103,1,47.9497732444,-18.4580324445,POINT (47.949773244434 -18.458032444451),4257,3130,181,206,147,1343,314,14,98,814,54,814,60,117,66,2434,264,87,177,206,147
3103,3104,1,48.0331032444,-18.4580324445,POINT (48.033103244434 -18.458032444451),4258,3131,195,220,160,1455,324,17,94,856,66,856,66,120,66,2465,280,100,180,220,160
3104,3105,1,48.1164332444,-18.4580324445,POINT (48.116433244434 -18.458032444451),4259,3132,199,226,164,1509,325,21,91,866,80,866,80,120,66,2511,284,104,180,226,164
3105,3106,1,48.1997632444,-18.4580324445,POINT (48.199763244434 -18.458032444451),4260,3133,198,225,161,1517,320,23,88,860,91,857,91,118,65,2559,283,103,180,224,161
3106,3107,1,48.2830932444,-18.4580324445,POINT (48.283093244434 -18.458032444451),4261,3134,199,227,162,1571,320,27,85,879,108,865,108,117,65,2599,285,105,180,226,162
3107,3108,1,48.3664232444,-18.4580324445,POINT (48.366423244434 -18.458032444451),4262,3135,193,220,155,1527,308,28,83,846,112,835,114,115,64,2616,277,100,177,220,168
3108,3109,1,48.4497532444,-18.4580324445,POINT (48.449753244434 -18.458032444451),4263,3136,184,212,146,1487,296,28,82,814,114,814,120,112,64,2622,266,93,173,212,160
3109,3110,1,48.5330832444,-18.4580324445,POINT (48.533083244434 -18.458032444451),4264,3137,185,212,148,1545,296,32,78,832,127,832,138,110,64,2590,266,95,171,212,161
3110,3111,1,48.6164132444,-18.4580324445,POINT (48.616413244434 -18.458032444451),4265,3138,205,233,168,1853,329,47,71,970,171,905,195,109,64,2563,285,116,169,232,180
3111,3112,1,48.6997432444,-18.4580324445,POINT (48.699743244434 -18.458032444451),4266,3139,220,247,187,2161,380,61,65,1093,221,1093,263,104,64,2429,297,135,162,247,197
3112,3113,1,48.7830732444,-18.4580324445,POINT (48.783073244434 -18.458032444451),4267,3140,228,254,196,2343,414,66,60,1147,257,1147,315,99,63,2305,302,147,155,254,206
3113,3114,1,48.8664032444,-18.4580324445,POINT (48.866403244434 -18.458032444451),4268,3141,221,248,188,2328,402,66,58,1123,260,1123,323,97,62,2405,295,141,154,248,198
3114,3115,1,48.9497332444,-18.4580324445,POINT (48.949733244434 -18.458032444451),4269,3142,219,247,185,2362,401,68,56,1117,271,1117,341,94,61,2414,292,140,152,247,195
3115,3116,1,49.0330632444,-18.4580324445,POINT (49.033063244434 -18.458032444451),4270,3143,235,261,205,2693,461,78,51,1213,324,1213,431,87,60,2230,304,161,143,261,227
3116,3117,1,49.1163932444,-18.4580324445,POINT (49.116393244434 -18.458032444451),4271,3144,238,263,209,2824,474,83,48,1232,339,1232,473,82,59,2176,304,167,137,263,230
3117,3118,1,49.1997232444,-18.4580324445,POINT (49.199723244434 -18.458032444451),4272,3145,240,264,212,2945,484,88,46,1247,352,1247,512,78,59,2099,304,172,132,264,232
3118,3119,1,49.2830532444,-18.4580324445,POINT (49.283053244434 -18.458032444451),4273,3146,241,266,213,3047,490,92,44,1258,362,1258,544,75,57,2115,304,174,130,266,233
3119,3120,1,44.1999232444,-18.5413624445,POINT (44.199923244434 -18.541362444451),4149,3147,258,275,230,1069,338,2,123,782,11,782,11,104,65,1883,326,166,160,275,234
3120,3121,1,44.2832532444,-18.5413624445,POINT (44.283253244434 -18.541362444451),4150,3148,258,275,230,1101,340,2,122,796,11,606,11,106,64,1872,328,164,164,274,234
3121,3122,1,44.3665832444,-18.5413624445,POINT (44.366583244434 -18.541362444451),4151,3149,257,273,229,1138,342,2,119,812,11,624,11,109,65,1854,328,161,167,273,232
3122,3123,1,44.4499132444,-18.5413624445,POINT (44.449913244434 -18.541362444451),4152,3150,256,273,228,1173,344,2,117,826,11,640,11,112,65,1858,330,158,172,272,232
3123,3124,1,44.5332432444,-18.5413624445,POINT (44.533243244434 -18.541362444451),4153,3151,255,271,227,1214,346,2,114,842,11,659,11,116,65,1842,331,155,176,270,231
3124,3125,1,44.6165732444,-18.5413624445,POINT (44.616573244434 -18.541362444451),4154,3152,257,273,228,1247,347,2,113,852,12,672,12,119,65,1835,335,154,181,271,228
3125,3126,1,44.6999032444,-18.5413624445,POINT (44.699903244434 -18.541362444451),4155,3153,254,270,226,1293,349,2,111,868,13,384,13,122,65,1812,335,149,186,267,229
3126,3127,1,44.7832332444,-18.5413624445,POINT (44.783233244434 -18.541362444451),4156,3154,243,259,214,1358,353,2,108,896,13,417,13,125,65,1827,326,136,190,256,218
3127,3128,1,44.8665632444,-18.5413624445,POINT (44.866563244434 -18.541362444451),4157,3155,233,249,205,1408,357,2,106,918,12,441,12,127,66,1794,317,127,190,247,205
3128,3129,1,44.9498932444,-18.5413624445,POINT (44.949893244434 -18.541362444451),4158,3156,254,271,225,1391,350,3,106,897,14,433,14,130,65,1840,342,142,200,266,229
3129,3130,1,45.0332232444,-18.5413624445,POINT (45.033223244434 -18.541362444451),4159,3157,256,274,228,1412,349,3,104,900,14,442,14,133,65,1828,346,143,203,269,228
3130,3131,1,45.1165532444,-18.5413624445,POINT (45.116553244434 -18.541362444451),4160,3158,260,278,231,1432,349,3,103,903,14,450,14,135,64,1851,352,144,208,272,231
3131,3132,1,45.1998832444,-18.5413624445,POINT (45.199883244434 -18.541362444451),4161,3159,260,278,230,1452,349,3,102,909,14,459,14,137,64,1883,354,142,212,272,230
3132,3133,1,45.2832132444,-18.5413624445,POINT (45.283213244434 -18.541362444451),4162,3160,261,279,232,1473,350,3,102,914,15,467,15,139,65,1833,355,143,212,273,232
3133,3134,1,45.3665432444,-18.5413624445,POINT (45.366543244434 -18.541362444451),4163,3161,241,259,212,1541,362,4,102,958,16,495,16,137,66,1837,333,126,207,254,212
3134,3135,1,45.4498732444,-18.5413624445,POINT (45.449873244434 -18.541362444451),4164,3162,229,246,200,1580,370,4,102,985,16,509,16,135,66,1846,319,116,203,242,200
3135,3136,1,45.5332032444,-18.5413624445,POINT (45.533203244434 -18.541362444451),4165,3163,217,232,188,1617,377,4,103,1009,16,521,16,133,66,1804,305,106,199,230,188
3136,3137,1,45.6165332444,-18.5413624445,POINT (45.616533244434 -18.541362444451),4166,3164,229,246,200,1618,374,5,102,1003,18,520,18,136,66,1834,320,117,203,243,200
3137,3138,1,45.6998632444,-18.5413624445,POINT (45.699863244434 -18.541362444451),4167,3165,221,237,192,1647,379,5,101,1021,19,529,19,134,67,1834,310,110,200,234,192
3138,3139,1,45.7831932444,-18.5413624445,POINT (45.783193244434 -18.541362444451),4168,3166,226,242,197,1651,379,5,102,1021,19,528,19,135,66,1844,317,115,202,240,197
3139,3140,1,45.8665232444,-18.5413624445,POINT (45.866523244434 -18.541362444451),4169,3167,224,240,195,1664,380,6,102,1028,20,531,20,135,66,1859,315,113,202,238,195
3140,3141,1,45.9498532444,-18.5413624445,POINT (45.949853244434 -18.541362444451),4170,3168,223,238,194,1675,381,6,102,1033,20,853,20,135,67,1834,313,112,201,237,194
3141,3142,1,46.0331832444,-18.5413624445,POINT (46.033183244434 -18.541362444451),4171,3169,224,239,195,1674,379,6,102,1029,20,849,20,135,67,1844,314,113,201,238,195
3142,3143,1,46.1165132444,-18.5413624445,POINT (46.116513244434 -18.541362444451),4172,3170,224,240,195,1670,376,6,101,1021,20,844,20,135,67,1846,315,114,201,239,195
3143,3144,1,46.1998432444,-18.5413624445,POINT (46.199843244434 -18.541362444451),4173,3171,220,236,192,1667,372,6,102,1012,20,838,20,136,67,1829,311,110,201,235,192
3144,3145,1,46.2831732444,-18.5413624445,POINT (46.283173244434 -18.541362444451),4174,3172,216,231,188,1665,369,5,102,1007,19,835,19,136,68,1788,307,107,200,230,188
3145,3146,1,46.3665032444,-18.5413624445,POINT (46.366503244434 -18.541362444451),4175,3173,212,228,184,1662,368,5,102,1006,18,834,18,136,68,1840,303,103,200,226,184
3146,3147,1,46.4498332444,-18.5413624445,POINT (46.449833244434 -18.541362444451),4176,3174,216,233,188,1640,362,5,102,994,18,821,18,137,68,1829,308,107,201,231,188
3147,3148,1,46.5331632444,-18.5413624445,POINT (46.533163244434 -18.541362444451),4177,3175,207,224,180,1649,367,5,102,994,18,986,18,136,69,1817,297,100,197,223,180
3148,3149,1,46.6164932444,-18.5413624445,POINT (46.616493244434 -18.541362444451),4178,3176,209,226,182,1625,364,5,102,978,18,974,18,136,69,1846,299,102,197,225,182
3149,3150,1,46.6998232444,-18.5413624445,POINT (46.699823244434 -18.541362444451),4179,3177,209,226,181,1600,363,5,102,966,18,966,18,135,68,1893,299,102,197,226,181
3150,3151,1,46.7831532444,-18.5413624445,POINT (46.783153244434 -18.541362444451),4180,3178,198,216,169,1581,370,4,103,968,16,837,16,131,67,1962,286,93,193,216,169
3151,3152,1,46.8664832444,-18.5413624445,POINT (46.866483244434 -18.541362444451),4181,3179,200,219,169,1547,365,5,104,953,17,953,17,131,67,2030,287,94,193,219,169
3152,3153,1,46.9498132444,-18.5413624445,POINT (46.949813244434 -18.541362444451),4182,3180,201,221,170,1515,360,5,103,940,17,940,17,129,67,2070,287,96,191,221,170
3153,3154,1,47.0331432444,-18.5413624445,POINT (47.033143244434 -18.541362444451),4183,3181,197,218,165,1482,357,5,104,926,17,926,17,127,67,2137,282,94,188,218,165
3154,3155,1,47.1164732444,-18.5413624445,POINT (47.116473244434 -18.541362444451),4184,3182,184,205,152,1437,355,5,105,904,17,904,17,124,67,2174,267,84,183,205,152
3155,3156,1,47.1998032444,-18.5413624445,POINT (47.199803244434 -18.541362444451),4185,3183,183,205,150,1403,348,5,105,885,18,835,18,122,66,2241,266,83,183,205,150
3156,3157,1,47.2831332444,-18.5413624445,POINT (47.283133244434 -18.541362444451),4186,3184,188,210,154,1384,340,5,105,875,19,875,19,121,66,2276,269,88,181,210,154
3157,3158,1,47.3664632444,-18.5413624445,POINT (47.366463244434 -18.541362444451),4187,3185,182,204,149,1354,334,6,105,857,20,803,20,119,66,2271,264,85,179,204,149
3158,3159,1,47.4497932444,-18.5413624445,POINT (47.449793244434 -18.541362444451),4188,3186,193,217,159,1391,333,7,104,875,23,875,23,120,67,2322,275,96,179,217,159
3159,3160,1,47.5331232444,-18.5413624445,POINT (47.533123244434 -18.541362444451),4189,3187,191,215,156,1380,330,9,102,865,28,865,28,119,66,2347,272,94,178,215,156
3160,3161,1,47.6164532444,-18.5413624445,POINT (47.616453244434 -18.541362444451),4190,3188,197,221,162,1429,335,11,101,884,34,884,34,120,67,2361,279,100,179,221,162
3161,3162,1,47.6997832444,-18.5413624445,POINT (47.699783244434 -18.541362444451),4191,3189,178,202,144,1329,322,12,101,826,40,785,41,116,67,2352,258,85,173,202,146
3162,3163,1,47.7831132444,-18.5413624445,POINT (47.783113244434 -18.541362444451),4192,3190,176,200,142,1328,319,13,100,818,46,783,49,115,66,2358,256,83,173,200,143
3163,3164,1,47.8664432444,-18.5413624445,POINT (47.866443244434 -18.541362444451),4193,3191,174,198,140,1324,315,14,98,808,52,778,57,115,66,2391,254,82,172,198,140
3164,3165,1,47.9497732444,-18.5413624445,POINT (47.949773244434 -18.541362444451),4194,3192,183,208,148,1393,320,16,95,835,61,808,67,116,65,2468,265,89,176,208,148
3165,3166,1,48.0331032444,-18.5413624445,POINT (48.033103244434 -18.541362444451),4195,3193,202,229,167,1572,339,22,91,903,81,903,81,120,66,2540,287,106,181,229,167
3166,3167,1,48.1164332444,-18.5413624445,POINT (48.116433244434 -18.541362444451),4196,3194,198,224,161,1542,329,23,89,879,89,879,89,118,65,2552,282,103,179,224,161
3167,3168,1,48.1997632444,-18.5413624445,POINT (48.199763244434 -18.541362444451),4197,3195,201,228,164,1609,331,28,85,898,108,891,108,118,65,2595,285,106,179,228,164
3168,3169,1,48.2830932444,-18.5413624445,POINT (48.283093244434 -18.541362444451),4198,3196,198,226,161,1613,324,30,83,889,119,879,121,116,65,2625,282,105,177,226,174
3169,3170,1,48.3664232444,-18.5413624445,POINT (48.366423244434 -18.541362444451),4199,3197,195,222,157,1608,316,33,80,875,126,875,133,114,64,2625,278,102,176,222,170
3170,3171,1,48.4497532444,-18.5413624445,POINT (48.449753244434 -18.541362444451),4200,3198,199,227,161,1706,322,39,76,914,144,914,158,113,64,2656,281,106,175,227,174
3171,3172,1,48.5330832444,-18.5413624445,POINT (48.533083244434 -18.541362444451),4201,3199,172,200,135,1508,290,32,77,803,126,803,138,108,64,2604,252,85,167,200,148
3172,3173,1,48.6164132444,-18.5413624445,POINT (48.616413244434 -18.541362444451),4202,3200,204,231,167,1936,340,53,69,999,187,999,218,108,64,2555,284,116,168,231,180
3173,3174,1,48.6997432444,-18.5413624445,POINT (48.699743244434 -18.541362444451),4203,3201,222,249,189,2292,406,64,63,1145,244,1002,295,102,63,2402,298,138,160,248,200
3174,3175,1,48.7830732444,-18.5413624445,POINT (48.783073244434 -18.541362444451),4204,3202,228,254,196,2423,431,68,59,1179,273,1179,337,98,64,2311,301,148,153,254,206
3175,3176,1,48.8664032444,-18.5413624445,POINT (48.866403244434 -18.541362444451),4205,3203,231,257,200,2523,447,71,56,1198,296,1198,373,93,62,2275,302,153,149,257,209
3176,3177,1,48.9497332444,-18.5413624445,POINT (48.949733244434 -18.541362444451),4206,3204,217,244,183,2411,409,69,56,1136,281,1136,355,94,61,2425,290,138,152,244,192
3177,3178,1,49.0330632444,-18.5413624445,POINT (49.033063244434 -18.541362444451),4207,3205,239,263,210,2759,482,79,51,1240,330,1240,453,85,61,2170,305,166,139,263,231
3178,3179,1,49.1163932444,-18.5413624445,POINT (49.116393244434 -18.541362444451),4208,3206,240,265,212,2864,491,83,49,1251,341,1251,488,81,59,2148,306,170,136,265,233
3179,3180,1,49.1997232444,-18.5413624445,POINT (49.199723244434 -18.541362444451),4209,3207,239,264,211,2940,493,86,47,1254,350,1254,513,78,59,2119,303,171,132,264,231
3180,3181,1,49.2830532444,-18.5413624445,POINT (49.283053244434 -18.541362444451),4210,3208,241,265,213,3034,497,90,45,1260,359,1260,544,75,58,2084,303,174,129,265,233
3181,3182,1,44.1999232444,-18.6246924445,POINT (44.199923244434 -18.624692444451),4088,3209,258,275,229,1059,333,2,123,776,11,587,11,105,64,1901,326,164,162,275,233
3182,3183,1,44.2832532444,-18.6246924445,POINT (44.283253244434 -18.624692444451),4089,3210,255,273,226,1094,335,2,120,792,11,604,11,108,65,1912,326,160,166,272,230
3183,3184,1,44.3665832444,-18.6246924445,POINT (44.366583244434 -18.624692444451),4090,3211,259,276,230,1114,336,2,120,799,11,612,11,110,64,1889,331,161,170,275,234
3184,3185,1,44.4499132444,-18.6246924445,POINT (44.449913244434 -18.624692444451),4091,3212,260,277,231,1143,337,2,117,809,11,625,11,113,64,1877,334,160,174,276,235
3185,3186,1,44.5332432444,-18.6246924445,POINT (44.533243244434 -18.624692444451),4092,3213,259,275,230,1183,340,2,115,825,11,643,11,116,65,1862,335,157,178,274,230
3186,3187,1,44.6165732444,-18.6246924445,POINT (44.616573244434 -18.624692444451),4093,3214,257,273,229,1225,342,2,113,841,11,356,11,120,65,1821,336,153,183,271,229
3187,3188,1,44.6999032444,-18.6246924445,POINT (44.699903244434 -18.624692444451),4094,3215,258,275,229,1255,343,2,111,849,12,369,12,122,64,1868,340,152,188,272,233
3188,3189,1,44.7832332444,-18.6246924445,POINT (44.783233244434 -18.624692444451),4095,3216,244,260,215,1336,349,2,108,885,12,410,12,126,65,1847,327,136,191,258,215
3189,3190,1,44.8665632444,-18.6246924445,POINT (44.866563244434 -18.624692444451),4096,3217,237,253,208,1386,353,2,107,906,12,433,12,128,66,1797,321,128,193,250,208
3190,3191,1,44.9498932444,-18.6246924445,POINT (44.949893244434 -18.624692444451),4097,3218,253,270,224,1375,347,3,106,888,14,428,14,131,65,1821,341,140,201,266,224
3191,3192,1,45.0332232444,-18.6246924445,POINT (45.033223244434 -18.624692444451),4098,3219,257,276,228,1390,345,3,105,888,14,434,14,134,65,1864,349,143,206,270,228
3192,3193,1,45.1165532444,-18.6246924445,POINT (45.116553244434 -18.624692444451),4099,3220,260,278,230,1410,344,3,103,891,14,443,14,136,64,1863,353,143,210,272,230
3193,3194,1,45.1998832444,-18.6246924445,POINT (45.199883244434 -18.624692444451),4100,3221,257,276,228,1443,346,3,102,903,14,459,14,138,64,1872,352,139,213,270,228
3194,3195,1,45.2832132444,-18.6246924445,POINT (45.283213244434 -18.624692444451),4101,3222,257,275,228,1466,347,3,101,910,14,468,14,140,65,1848,352,138,214,269,228
3195,3196,1,45.3665432444,-18.6246924445,POINT (45.366543244434 -18.624692444451),4102,3223,240,257,211,1533,362,4,102,956,16,493,16,137,66,1840,331,124,207,252,211
3196,3197,1,45.4498732444,-18.6246924445,POINT (45.449873244434 -18.624692444451),4103,3224,238,255,209,1553,365,4,102,967,16,499,16,137,66,1843,329,123,206,250,209
3197,3198,1,45.5332032444,-18.6246924445,POINT (45.533203244434 -18.624692444451),4104,3225,225,241,196,1595,372,4,102,995,16,514,16,135,66,1820,315,113,202,238,196
3198,3199,1,45.6165332444,-18.6246924445,POINT (45.616533244434 -18.624692444451),4105,3226,227,243,198,1609,374,5,102,1001,17,516,17,136,66,1848,318,114,204,241,198
3199,3200,1,45.6998632444,-18.6246924445,POINT (45.699863244434 -18.624692444451),4106,3227,222,238,193,1632,377,5,102,1014,18,524,18,135,66,1851,313,111,202,236,193
3200,3201,1,45.7831932444,-18.6246924445,POINT (45.783193244434 -18.624692444451),4107,3228,229,245,200,1632,376,6,101,1011,20,521,20,136,66,1824,320,116,204,243,200
3201,3202,1,45.8665232444,-18.6246924445,POINT (45.866523244434 -18.624692444451),4108,3229,224,240,195,1655,379,6,102,1026,20,845,20,135,67,1833,314,113,201,238,195
3202,3203,1,45.9498532444,-18.6246924445,POINT (45.949853244434 -18.624692444451),4109,3230,227,243,198,1655,379,6,102,1025,20,842,20,135,67,1835,317,116,201,242,198
3203,3204,1,46.0331832444,-18.6246924445,POINT (46.033183244434 -18.624692444451),4110,3231,228,244,200,1652,376,6,102,1019,20,836,20,136,67,1812,318,117,201,243,200
3204,3205,1,46.1165132444,-18.6246924445,POINT (46.116513244434 -18.624692444451),4111,3232,227,242,198,1645,371,6,101,1008,20,827,20,136,67,1811,317,116,201,241,198
3205,3206,1,46.1998432444,-18.6246924445,POINT (46.199843244434 -18.624692444451),4112,3233,228,244,199,1631,364,6,102,990,20,813,20,137,67,1848,320,116,204,242,199
3206,3207,1,46.2831732444,-18.6246924445,POINT (46.283173244434 -18.624692444451),4113,3234,225,241,197,1615,357,6,101,983,19,800,19,138,67,1812,317,114,203,240,197
3207,3208,1,46.3665032444,-18.6246924445,POINT (46.366503244434 -18.624692444451),4114,3235,217,233,190,1619,355,5,102,985,18,801,18,138,68,1795,309,107,202,231,190
3208,3209,1,46.4498332444,-18.6246924445,POINT (46.449833244434 -18.624692444451),4115,3236,209,225,182,1631,359,5,102,990,18,972,18,137,68,1808,300,100,200,224,182
